Label,EmailText,EmailText_uk
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?","Вибач, у мене акумулятор сів, я можу приїхати, але поки що маю лише грам. Де ти живеш?"
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ","Молодець, чорт забирай, вправи, так, я ніби пам'ятаю, що це таке, хм."
ham,I wont get concentration dear you know you are my mind and everything :-),"Я не зможу сконцентруватися, любий, ти ж знаєш, що ти мій розум і все таке :-)"
ham,LOL ... Have you made plans for new years?,ЛОЛ... Ви вже склали плани на новий рік?
ham,10 min later k...,Через 10 хвилин к...
ham,hanks lotsly!,Щиро дякую!
ham,Thanks for this hope you had a good day today,"Дякуємо за цю надію, що у вас був гарний день"
ham,K:)k:)what are detail you want to transfer?acc no enough?,K:) k:) які деталі ви хочете передати? Недостатньо?
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,"Гаразд, я скажу їй, щоб трималася подалі. Так, було важко, але ми оптимістично налаштовані, що цього місяця ситуація покращиться."
spam,"Loan for any purpose ÃÂ¥ÃÂ£500 - ÃÂ¥ÃÂ£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'","Кредит на будь-які цілі від 500 до 75 000 фунтів стерлінгів. Власники будинків + орендарі вітаються. Вам раніше відмовляли? Ми все ще можемо допомогти. Телефонуйте безкоштовно 0800 1956669 або надішліть повідомлення з текстом ""help"
ham,Si si. I think ill go make those oreo truffles.,"Так, так. Думаю, я піду приготую ті трюфелі з печива."
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONÃÂ¥ÃÂT LIKE ME LIKE THAT SO DONÃÂ¥ÃÂT WORRY.","ПОГЛЯНЬ НА ЕМІ, ТИ КРАСИВА, РОЗУМНА ЖІНКА, І ТИ МЕНІ ДУЖЕ ПОДОБАЄШСЯ. Я ЗНАЮ, ЩО Я ТОБІ НЕ ПОДОБАЮСЯ, ТОМУ НЕ ХВИЛЮЙСЯ."
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,"Я сподіваюся, що це результат того, що ви завжди були розумними і добрими. Почніть розпитувати його про посилання на практику, тримайте вуха відкритими і всього найкращого. ttyl"
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya","1.20 за дзвінок. Що, гадаю, не так вже й погано. Сумую за тобою, потребую тебе, хочу тебе, люблю тебе"
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,"Переживати дуже різні почуття, вагатися у прийнятті рішень і справлятися з ними - це одна і та ж людина. Час вилікує все, я вірю."
ham,Where did u go? My phone is gonna die you have to stay in here,"Куди ти пішов? Мій телефон зараз розрядиться, ти мусиш залишитися тут."
ham,Great. Never been better. Each day gives even more reasons to thank God,Чудово. Ніколи не було краще. Кожен день дає ще більше причин дякувати Богові
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available","Якщо ви є клієнтом UpgrdCentre Orange, ви можете отримати БЕЗКОШТОВНЕ оновлення камери телефону за вашу лояльність. Телефонуйте зараз за номером 0207 153 9153. Пропозиція закінчується 26 липня. Застосовуються Загальні положення та умови. Доступна можливість відмовитися"
ham,"Sorry, I'll call later ok bye","Вибач, я передзвоню пізніше, бувай."
ham,Ok i am on the way to railway,"Гаразд, я на шляху до залізниці"
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),Велика принцеса! Люблю давати і отримувати оральні ласки. Собачий стиль - моя улюблена позиція. А як щодо тебе? Мені подобається займатися любов'ю кілька разів за ніч :)
